x,y1,y2,y3,y4
-7.3,-335.27933,-19.623997,3.1562624,4.4623737
-7.2,-321.09702,-19.915308,2.8864517,4.237281
-7.1,-307.1891,-19.070621,2.8975122,4.625973
-7.0,-293.96393,-19.084429,2.8502069,4.493318
-6.9,-280.99557,-18.330801,2.411285,4.213809
-6.8,-267.70663,-18.071672,2.4338415,4.0267544
-6.7,-256.20755,-18.183054,2.16999,4.6145883
-6.6,-243.5074,-17.783182,2.1282396,4.3765526
-6.5,-232.15076,-17.871962,2.0664644,3.9632688
-6.4,-221.08339,-17.152496,3.023083,4.1348777
-6.3,-210.24379,-16.7531,2.6348052,4.0166383
-6.2,-199.58551,-16.569239,2.250451,4.2068048
-6.1,-190.23447,-16.674026,2.1863883,4.1056075
-6.0,-179.51045,-15.635938,2.0887792,4.120534
-5.9,-170.6219,-15.362969,2.2465205,4.2064486
-5.8,-161.3958,-15.265915,2.651515,3.681556
-5.7,-152.94568,-15.459042,2.7600653,4.061401
-5.6,-144.35103,-15.137568,2.097605,4.168536
-5.5,-136.35046,-14.559602,1.8908876,4.255533
-5.4,-128.36288,-14.355822,2.0414855,4.3692846
-5.3,-121.119194,-14.119101,2.421457,3.9636264
-5.2,-113.19067,-13.820409,2.7682357,3.4920964
-5.1,-106.961945,-13.778299,2.2800827,4.247495
-5.0,-100.06203,-12.98363,2.1084735,3.6546845
-4.9,-93.18018,-12.340043,2.3425684,4.1822543
-4.8,-87.19344,-12.574553,2.4447215,3.993256
-4.7,-82.163155,-12.097461,2.2086961,4.1867185
-4.6,-75.91389,-11.950326,2.3807368,4.190818
-4.5,-71.02509,-11.098616,1.6225239,4.1074705
-4.4,-65.59279,-11.550734,2.1836255,3.379737
-4.3,-60.818768,-10.787038,2.2725403,3.8849518
-4.2,-56.369926,-10.538099,1.6675663,3.9956307
-4.1,-52.401814,-10.179403,1.5679513,4.093772
-4.0,-47.663803,-10.415228,1.5459105,3.4381094
-3.9,-44.2742,-9.3974085,1.9159799,3.7911713
-3.8,-40.30324,-9.735926,2.3324466,3.69242
-3.7,-36.85177,-8.8792095,2.1146812,3.5123143
-3.6,-33.916492,-8.61884,2.0615616,3.8679051
-3.5,-30.992874,-8.956109,1.7489353,3.5737193
-3.4,-27.74057,-8.024276,1.5851092,3.083357
-3.3,-25.067144,-8.350483,2.1380324,3.7493038
-3.2,-23.003265,-7.32363,1.7607081,3.0465007
-3.1,-20.26123,-7.0688467,1.960578,3.2661867
-3.0,-17.646431,-6.9400735,2.0851002,3.4947827
-2.9,-16.418943,-6.959559,1.7866795,3.4753027
-2.8,-13.615253,-6.8524656,1.1934857,3.2511606
-2.7,-11.972005,-5.809172,1.5219319,2.960434
-2.6,-10.421166,-5.89373,1.6099796,3.3114502
-2.5,-9.691247,-5.7521477,1.5989776,3.1171384
-2.4,-8.215462,-5.0303736,1.2984483,3.3407688
-2.3,-7.164813,-4.7612295,1.2549287,3.2480025
-2.2,-6.162302,-4.8013062,1.2192179,3.522345
-2.1,-4.659464,-4.7354226,1.0593135,2.6418517
-2.0,-4.0007744,-3.6702552,1.3269536,2.9997358
-1.9,-3.382518,-3.6192276,1.1857107,2.7585552
-1.8,-2.7771916,-3.1054442,1.2017344,3.2310736
-1.7,-2.073778,-2.9590225,0.9854176,2.5835228
-1.6,-1.4172603,-2.537292,1.1595974,2.6378005
-1.5,-1.2070111,-2.4978418,1.1061764,3.1657212
-1.4,-0.985316,-2.3420866,1.2265238,2.1704874
-1.3,-0.38257465,-1.8169188,1.3598119,3.024192
-1.2,-0.14357659,-1.8851916,0.78685695,2.9488819
-1.1,-0.020730086,-1.591736,0.9196945,2.868891
-1.0,0.3668871,-0.75902075,0.67964715,2.3404105
-0.9,0.5635672,-1.156025,1.0945256,2.650556
-0.8,0.3854003,-0.05862712,1.2050316,2.2368162
-0.7,-0.17371231,0.07589355,0.75389016,1.4738446
-0.6,0.6320987,0.38154092,0.9960615,1.8465456
-0.5,-0.11189439,0.39583948,0.6391327,1.9858218
-0.4,0.3127916,0.3523595,0.73599124,1.2082195
-0.3,-0.048163064,1.247365,0.25761122,1.3985373
-0.2,-0.40264982,1.5397403,0.7299773,1.1223639
-0.1,0.4356813,1.7770511,0.483323,-0.4800489
2.842171e-13,0.22824767,1.9736817,0.20701224,-26.740337
0.1,-0.2906911,2.5557897,0.47634926,0.043520506
0.2,-0.03066929,2.3708255,0.49026272,0.5035052
0.3,-0.096950084,2.67955,0.4369529,1.1413351
0.4,-0.0377477,3.551014,0.35040668,1.76688
0.5,0.3136968,3.346707,0.9921339,1.2837873
0.6,0.91666126,3.6303792,0.6276186,1.3816377
0.7,0.5845527,4.2243676,1.0597523,1.9726468
0.8,0.9108616,4.685701,1.1480923,1.7188786
0.9,1.0967933,4.6464868,1.2956216,2.4413443
1.0,2.0876188,4.9886584,1.4829054,2.7355645
1.1,2.915387,5.2221813,0.56109977,2.3856757
1.2,2.7052126,5.836286,1.1505938,2.5601833
1.3,3.4566627,5.884645,1.288172,2.8081274
1.4,4.835999,5.9996047,1.014831,2.5584664
1.5,5.4221244,6.838651,0.9409479,2.5614386
1.6,7.005674,7.0884004,1.1636986,2.6916
1.7,8.123293,7.28409,1.4856247,3.3171816
1.8,9.011057,7.5739098,1.6829016,2.7875316
1.9,10.242872,7.2979016,1.1426111,2.4974413
2.0,12.351377,7.748979,1.0829204,3.4264727
2.1,13.757575,7.8283634,1.1676801,3.4968398
2.2,14.989096,8.868568,1.7215971,3.4488528
2.3,17.088596,9.155,1.5026516,3.5870996
2.4,19.765463,8.9280615,1.684824,3.416762
2.5,22.228357,9.283751,1.7206246,2.92297
2.6,24.359339,9.845532,2.109198,2.9580133
2.7,27.378065,10.016134,1.7299291,3.7784863
2.8,30.278309,10.547726,1.8600209,2.8350852
2.9,32.68069,10.824661,2.1103318,3.707608
3.0,36.286156,10.83242,1.384643,2.917455
3.1,39.50969,11.388773,1.9365008,3.3270254
3.2,42.998047,11.84807,1.5337287,3.5912716
3.3,47.205402,11.7318945,1.4043932,3.1751876
3.4,50.873146,12.21398,1.3623321,3.881609
3.5,55.396847,12.182186,1.851607,3.4753826
3.6,59.753555,12.607391,2.0312617,3.2568479
3.7,64.325005,13.258745,1.5089822,3.7543635
3.8,69.68679,12.992394,1.5604491,3.8087232
3.9,74.32908,13.397216,2.2919705,3.383785
4.0,79.597466,13.558614,2.211939,3.667013
4.1,85.45239,14.199037,1.7723676,4.2071757
4.2,91.74139,14.580101,1.9758146,4.0380197
4.3,97.5007,14.862333,2.205851,3.8569853
4.4,104.53297,15.231032,1.88837,3.326082
4.5,111.02305,15.968706,2.1005278,3.3200915
4.6,118.43976,16.234493,1.788701,3.7826667
4.7,125.48541,16.362368,2.384409,3.8023005
4.8,133.85013,15.973341,2.0857487,3.9738634
4.9,141.6754,16.815466,2.5220773,4.0432673
5.0,149.88557,16.732513,1.8980095,4.106734
5.1,158.33003,17.499886,1.7968427,3.6119838
5.2,167.64763,17.315348,2.5158234,3.8356826
5.3,177.0847,17.909119,2.1810286,3.6729982
5.4,187.1185,17.924927,2.7849076,3.749604
5.5,196.13916,18.687395,2.4508755,3.6206152
5.6,207.19424,18.559277,2.5975878,3.8977256
5.7,217.47917,18.996866,2.4589143,4.3437524
5.8,228.76762,19.835749,2.8795445,3.60193
5.9,240.02872,19.637936,2.6441538,3.8994703
6.0,252.23657,20.399345,1.9870771,4.391878
6.1,264.06607,20.566734,2.4074986,4.128334
6.2,277.00916,20.110088,2.5852757,4.2122526
6.3,289.64624,20.91251,2.6944852,3.7391655
6.4,303.06537,21.647873,2.78502,3.8244123
6.5,316.8568,21.610733,3.0329106,4.2167234
6.6,330.5576,21.689869,2.747809,4.5621758
6.7,345.5483,21.936079,2.5296624,3.9680939
6.8,360.7435,21.98006,2.1832051,4.5592494
6.9,375.86557,22.372093,2.8181677,4.5728173
7.0,392.39606,23.161999,3.1242886,4.6805835
7.1,407.89124,23.544237,2.910976,4.3933377
7.2,425.30896,23.931732,3.0420382,4.2286305
7.3,442.2951,24.053307,2.7585766,4.254834
7.4,460.04752,24.567623,2.738146,4.317039
7.5,478.51764,24.235344,3.0191388,4.1456914
7.6,497.17938,24.720592,2.2787638,4.447098
7.7,515.631,25.522732,2.4774642,4.805431
7.8,535.1435,25.191477,2.869521,4.75604
7.9,555.38116,25.641293,2.880947,4.4164023
8.0,575.57275,25.803625,2.9176602,4.1162586
8.1,597.31573,25.823328,2.4163597,4.150292
8.2,618.2218,26.357714,2.7075808,4.202004
8.3,640.88324,26.473452,2.9859304,4.3392725
8.4,663.2388,27.571762,3.2932262,4.7008047
8.5,686.0409,27.251574,2.6697028,4.1725183
8.6,709.6532,27.436104,3.191145,4.36219
8.7,734.3134,28.457602,3.1384072,4.7882824
8.8,758.44305,28.554207,2.8056254,4.4881973
8.9,783.86615,28.872557,2.5077875,4.407229
9.0,809.7222,29.445461,2.7007525,4.1864066
9.1,836.1893,28.841269,3.2983346,4.332301
9.2,863.5047,29.250282,3.4676058,4.896945
9.3,890.6359,29.59734,3.0188844,4.702323
9.4,918.8197,29.91088,2.7169542,4.215892
9.5,947.31384,30.443977,2.8079967,4.827678
9.6,976.9931,30.66355,3.5926025,4.3509765
9.7,1007.20544,31.261356,3.2650871,4.41139
9.8,1037.1361,31.568472,3.0044515,4.5142813
9.9,1067.9244,31.221825,3.4726245,4.840466
10.0,1100.2152,32.249477,2.9470026,4.5318336
10.1,1132.3807,32.249195,3.4369714,4.933082
10.2,1165.0409,32.54965,3.630991,4.1410894
10.3,1198.3574,32.82158,2.8770185,4.381371
10.4,1232.7513,33.45747,3.2883308,4.810107
10.5,1268.0778,33.256916,3.514527,4.3302183
10.6,1302.8859,33.601246,3.68497,4.9192777
10.7,1339.1477,34.105984,3.746729,4.5191746
10.8,1376.7264,34.220097,3.1928358,4.1921263
10.9,1413.5721,34.393368,3.409755,4.6836977
11.0,1451.8527,35.107895,2.9107764,4.247862
11.1,1490.7421,35.0229,3.7151852,4.724117
11.2,1530.1748,35.615944,3.4963582,5.1173835
11.3,1570.2318,35.41782,3.5499673,4.90487
11.4,1611.8538,36.50085,2.948346,4.80591
11.5,1653.4669,36.76097,3.8619597,4.28858
11.6,1695.8214,36.374798,3.243798,4.823467
11.7,1738.7577,37.121975,3.305592,4.6102533
11.8,1782.1534,37.512413,3.2163162,5.1128273
11.9,1827.2263,37.98635,3.8894632,4.3707886
12.0,1871.9515,38.445053,3.61223,4.378294
12.1,1917.6289,38.717537,3.0275266,4.5931373
12.2,1964.3682,38.14144,3.776469,5.170691
12.3,2012.4502,39.255745,3.6567106,5.290518
12.4,2060.0476,39.32924,3.4636633,5.0236907
12.5,2108.9907,39.161392,3.2021236,5.1164975
12.6,2159.048,39.370296,3.1517289,5.2905035
12.7,2209.4358,39.679657,3.4313881,4.8919115
12.8,2260.6199,40.099472,4.040302,4.547945
12.9,2313.4785,40.33408,3.5926805,4.6913233
13.0,2366.3337,41.23471,3.8952193,5.085837
13.1,2419.4363,41.44728,3.8420124,4.3832784
13.2,2473.882,41.80896,3.181417,5.1495657
13.3,2529.659,42.000355,3.3982968,5.244284
13.4,2585.7737,42.28462,3.2677283,4.4409947
13.5,2642.7126,42.547752,3.561913,5.157834
13.6,2700.2854,43.230305,3.5348108,4.5799236
13.7,2759.188,43.11776,3.3280184,5.391943
13.8,2818.128,43.59974,3.9693284,4.925806
13.9,2879.258,43.27697,3.7635713,4.6951995
14.0,2940.1506,44.04028,3.7438347,4.7792673
14.1,3001.7559,44.73698,3.9569201,5.2938128
14.2,3065.1797,44.28262,3.7188952,4.5541153
14.3,3129.1167,45.13415,3.6326864,4.86758
14.4,3193.279,45.616505,3.8471599,5.09193
14.5,3259.37,45.64248,4.190684,5.326828
14.6,3325.2888,46.246235,3.3581698,5.3763075
14.7,3392.355,45.687805,3.5140743,5.203791
14.8,3460.8933,46.736233,3.8226254,5.409532
14.9,3529.9365,46.977238,3.4333344,5.224441
15.0,3600.112,47.370274,3.937382,4.5650783
15.1,3671.094,47.21386,3.5086813,4.9292145
15.2,3742.3523,47.773407,3.4431374,4.846739
15.3,3815.9702,47.826813,4.3289537,4.5743537
15.4,3888.9297,48.227787,3.791205,5.39646
15.5,3964.0923,48.21749,4.047199,5.143876
15.6,4039.991,48.517757,3.9781191,5.540319
15.7,4115.9517,49.129856,3.571404,4.6622767
15.8,4193.514,49.356293,4.420567,4.7137303
15.9,4272.1323,50.16964,4.362947,4.7706017
16.0,4351.685,49.722942,4.2241325,5.383364
16.1,4432.1,49.929493,4.0299273,5.232029
16.2,4513.525,50.279575,3.6139617,4.7092586
16.3,4596.761,50.434013,4.1030455,5.5107827
16.4,4679.7344,51.456436,4.0817184,5.070422
16.5,4764.7393,51.48012,4.5470057,5.3596616
16.6,4849.66,51.65082,4.1505647,4.781577
16.7,4935.9517,51.894043,4.1097946,4.8678703
16.8,5024.3555,51.99421,3.8465059,5.157471
16.9,5112.035,52.22548,3.750903,5.3528876
17.0,5201.815,52.780804,4.1468935,5.1768236
17.1,5292.307,53.309757,4.194439,5.101927
17.2,5384.3115,53.35752,4.110673,4.6570573
17.3,5476.713,54.292507,4.123043,5.424632
17.4,5570.477,54.058037,3.9527996,5.62459
17.5,5665.667,54.506203,4.1934376,4.969769
17.6,5761.1997,54.71586,4.3583293,5.0896826
17.7,5858.8955,54.75981,4.432216,5.6562524
17.8,5957.0317,55.691048,4.0653186,4.7698445
17.9,6056.0786,55.398956,3.797417,5.265053
18.0,6156.3047,55.518368,4.100707,5.2788596
18.1,6257.7695,56.618744,4.011615,5.1024623
18.2,6359.467,56.354313,4.32596,4.8294597
18.3,6463.4453,56.762848,4.0100737,5.396869
18.4,6568.2344,57.03884,4.1064324,4.897328
18.5,6673.911,57.764893,4.2436824,5.169537
18.6,6781.055,58.11086,4.5100865,5.3490825
18.7,6888.887,58.164867,3.8842742,5.0598927
18.8,6998.022,58.47322,4.013505,5.1268992
18.9,7108.6997,58.282845,4.6369224,4.980286
19.0,7220.2876,58.665012,4.5523305,5.642689
19.1,7333.1553,58.82874,4.5773096,5.5636644
19.2,7446.0864,59.71188,4.846523,5.4100485
19.3,7561.5713,59.601784,4.077247,5.3442736
19.4,7677.402,60.382694,4.6008267,5.500473
19.5,7795.15,60.92113,4.7240477,5.2813973
19.6,7913.43,60.979683,4.4094415,5.331381
19.7,8033.5166,60.766235,4.1304483,5.5155473
19.8,8154.3027,61.80846,4.3674955,5.7266726
19.9,8276.111,61.367706,4.8528953,5.0339613
